from,to,distance
L292,L154,9.743
L299,L154,57.197
L309,L154,20.884
L310,L154,21.5
L313,L154,9.371
L315,L154,25.62
L321,L154,25.513
L323,L154,19.001
L328,L154,19.158
L333,L154,18.873
L334,L154,18.79
L336,L154,24.587
L338,L154,24.973
L349,L154,24.747
L355,L154,28.475
L361,L154,18.136
L365,L154,15.647
L370,L154,10.408
L371,L154,10.408
L375,L154,10.785
L382,L154,25.374
L385,L154,10.45
L387,L154,67.756
L392,L154,20.195
L393,L154,20.55
L402,L154,20.346
L408,L154,17.515
L411,L154,17.545
L412,L154,17.703
L418,L154,20.612
L423,L154,20.367
L430,L154,84.264
L431,L154,70.006
L437,L154,52.095
L444,L154,78.367
L445,L154,79.752
L469,L154,69.207
L483,L154,83.898
L493,L154,85.808
L495,L154,63.593
L496,L154,53.943
L511,L154,67.369
L527,L154,20.816
L529,L154,17.763
L530,L154,17.703
L540,L154,65.214
L543,L154,62.611
L554,L154,17.703
L556,L154,78.655
L560,L154,95.509
L0,L155,25.137
L7,L155,21.998
L18,L155,48.314
L26,L155,63.319
L33,L155,8.058
L36,L155,10.056
L38,L155,50.171
L57,L155,14.5
L62,L155,8.304
L63,L155,10.616
L70,L155,19.117
L75,L155,25.461
L76,L155,25.461
L77,L155,25.89
L78,L155,29.699
L79,L155,26.873
L80,L155,25.461
L81,L155,26.054
L82,L155,25.796
L91,L155,25.273
L93,L155,25.429
L99,L155,25.066
L102,L155,24.804
L103,L155,71.009
L106,L155,24.684
L113,L155,18.484
L116,L155,19.447
L122,L155,20.719
L128,L155,75.476
L134,L155,20.496
L135,L155,20.496
L138,L155,52.505
L139,L155,52.505
L141,L155,25.461
L145,L155,20.644
L146,L155,20.91
L147,L155,21.331
L150,L155,24.656
L151,L155,21.648
L153,L155,0.087
L154,L155,0.087
L155,L155,0
L156,L155,3.176
L157,L155,3.176
L159,L155,3.653
L162,L155,5.034
L168,L155,20.678
L171,L155,15.497
L173,L155,25.427
L178,L155,52.606
L179,L155,52.606
L185,L155,15.058
L186,L155,11.283
L191,L155,10.376
L203,L155,11.909
L206,L155,10.846
L213,L155,41.648
L222,L155,5.818
L227,L155,35.974
L229,L155,10.115
L231,L155,9.356
L246,L155,16.275
L247,L155,16.469
L249,L155,10.617
L252,L155,10.425
L262,L155,18.215
L271,L155,65.48
L273,L155,66.237
L274,L155,65.249
L292,L155,9.655
L299,L155,54.996
L309,L155,20.81
L310,L155,21.426
L313,L155,9.283
L315,L155,25.707
L321,L155,25.6
L323,L155,18.927
L328,L155,19.084
L333,L155,18.799
L334,L155,18.716
L336,L155,24.674
L338,L155,25.06
L349,L155,24.834
L355,L155,28.562
L361,L155,18.223
L365,L155,15.734
L370,L155,10.334
L371,L155,10.334
L375,L155,10.711
L382,L155,25.461
L385,L155,10.376
L387,L155,65.555
L392,L155,20.282
L393,L155,20.637
L402,L155,20.433
L408,L155,17.602
L411,L155,17.632
L412,L155,17.79
L418,L155,20.699
L423,L155,20.454
L430,L155,84.19
L431,L155,69.932
L437,L155,52.182
L444,L155,78.454
L445,L155,79.839
L469,L155,69.133
L483,L155,83.824
L493,L155,85.734
L495,L155,63.519
L496,L155,53.869
L511,L155,67.295
L527,L155,20.903
L529,L155,17.85
L530,L155,17.79
L540,L155,65.14
L543,L155,62.537
L554,L155,17.79
L556,L155,78.581
L560,L155,95.435
L0,L156,28.3
L7,L156,18.815
L18,L156,51.477
L26,L156,62.15
L33,L156,10.334
L36,L156,12.332
L38,L156,49.002
L57,L156,13.331
L62,L156,10.58
L63,L156,9.447
L70,L156,15.934
L75,L156,28.624
L76,L156,28.624
L77,L156,29.053
L78,L156,32.862
L79,L156,30.036
L80,L156,28.624
L81,L156,29.217
L82,L156,28.959
L91,L156,28.436
L93,L156,28.592
L99,L156,28.229
L102,L156,27.967
L103,L156,69.84
L106,L156,27.847
L113,L156,15.301
L116,L156,16.264
L122,L156,17.536
L128,L156,74.307
L134,L156,17.313
L135,L156,17.313
L138,L156,51.336
L139,L156,51.336
L141,L156,28.624
L145,L156,17.461
L146,L156,17.727
L147,L156,18.148
L150,L156,27.819
L151,L156,18.465
L153,L156,3.25
L154,L156,3.25
L155,L156,3.177
L156,L156,0
L157,L156,0
L159,L156,5.929
L162,L156,1.851
L168,L156,21.693
L171,L156,14.328
L173,L156,28.121
L178,L156,45.012
L179,L156,45.012
L185,L156,17.752
L186,L156,14.446
L191,L156,9.207
L203,L156,10.74
L206,L156,14.009
L213,L156,44.811
L222,L156,8.981
L227,L156,39.137
L229,L156,8.946
L231,L156,8.187
L246,L156,18.551
L247,L156,18.745
L249,L156,9.448
L252,L156,9.256
L262,L156,18.906
L271,L156,64.311
L273,L156,65.068
L274,L156,64.08
L292,L156,11.931
L299,L156,53.827
L309,L156,17.627
L310,L156,18.243
L313,L156,11.559
L315,L156,28.87
L321,L156,28.763
L323,L156,15.744
L328,L156,15.901
L333,L156,15.616
L334,L156,15.533
L336,L156,27.837
L338,L156,28.223
L349,L156,27.997
L355,L156,31.725
L361,L156,19.238
L365,L156,16.88
L370,L156,9.165
L371,L156,9.165
L375,L156,9.542
L382,L156,28.624
L385,L156,9.207
L387,L156,64.386
L392,L156,23.445
L393,L156,25.309
L402,L156,23.596
L408,L156,20.765
L411,L156,20.795
L412,L156,20.953
L418,L156,23.862
L423,L156,23.617
L430,L156,80.785
L431,L156,66.749
L437,L156,49.124
L444,L156,75.396
L445,L156,79.669
L469,L156,65.95
L483,L156,80.641
L493,L156,82.329
L495,L156,60.336
L496,L156,50.686
L511,L156,64.112
L527,L156,25.575
L529,L156,21.013
L530,L156,20.953
L540,L156,61.957
L543,L156,59.354
L554,L156,20.953
L556,L156,75.176
L560,L156,92.252
L0,L157,28.3
L7,L157,18.815
L18,L157,51.477
L26,L157,62.15
L33,L157,10.334
L36,L157,12.332
L38,L157,49.002
L57,L157,13.331
L62,L157,10.58
L63,L157,9.447
L70,L157,15.934
L75,L157,28.624
L76,L157,28.624
L77,L157,29.053
L78,L157,32.862
L79,L157,30.036
L80,L157,28.624
L81,L157,29.217
L82,L157,28.959
L91,L157,28.436
L93,L157,28.592
L99,L157,28.229
L102,L157,27.967
L103,L157,69.84
L106,L157,27.847
L113,L157,15.301
L116,L157,16.264
L122,L157,17.536
L128,L157,74.307
L134,L157,17.313
L135,L157,17.313
L138,L157,51.336
L139,L157,51.336
L141,L157,28.624
L145,L157,17.461
L146,L157,17.727
L147,L157,18.148
L150,L157,27.819
L151,L157,18.465
L153,L157,3.25
L154,L157,3.25
L155,L157,3.177
L156,L157,0
L157,L157,0
L159,L157,5.929
L162,L157,1.851
L168,L157,21.693
L171,L157,14.328
L173,L157,28.121
L178,L157,45.012
L179,L157,45.012
L185,L157,17.752
L186,L157,14.446
L191,L157,9.207
L203,L157,10.74
L206,L157,14.009
L213,L157,44.811
L222,L157,8.981
L227,L157,39.137
L229,L157,8.946
L231,L157,8.187
L246,L157,18.551
L247,L157,18.745
L249,L157,9.448
L252,L157,9.256
L262,L157,18.906
L271,L157,64.311
L273,L157,65.068
L274,L157,64.08
L292,L157,11.931
L299,L157,53.827
L309,L157,17.627
L310,L157,18.243
L313,L157,11.559
L315,L157,28.87
L321,L157,28.763
L323,L157,15.744
L328,L157,15.901
L333,L157,15.616
L334,L157,15.533
L336,L157,27.837
L338,L157,28.223
L349,L157,27.997
L355,L157,31.725
L361,L157,19.238
L365,L157,16.88
L370,L157,9.165
L371,L157,9.165
L375,L157,9.542
L382,L157,28.624
L385,L157,9.207
L387,L157,64.386
L392,L157,23.445
L393,L157,25.309
L402,L157,23.596
L408,L157,20.765
L411,L157,20.795
L412,L157,20.953
L418,L157,23.862
L423,L157,23.617
L430,L157,80.785
L431,L157,66.749
L437,L157,49.124
L444,L157,75.396
L445,L157,79.669
L469,L157,65.95
L483,L157,80.641
L493,L157,82.329
L495,L157,60.336
L496,L157,50.686
L511,L157,64.112
L527,L157,25.575
L529,L157,21.013
L530,L157,20.953
L540,L157,61.957
L543,L157,59.354
L554,L157,20.953
L556,L157,75.176
L560,L157,92.252
L0,L159,28.763
L7,L159,25.383
L18,L159,51.94
L26,L159,66.044
L33,L159,5.951
L36,L159,7.949
L38,L159,52.896
L57,L159,17.225
L62,L159,7.4
L63,L159,13.341
L70,L159,21.842
L75,L159,29.087
L76,L159,29.087
L77,L159,29.516
L78,L159,33.325
L79,L159,30.499
L80,L159,29.087
L81,L159,29.68
L82,L159,29.422
L91,L159,28.899
L93,L159,29.055
L99,L159,28.692
L102,L159,28.43
L103,L159,73.734
L106,L159,28.31
L113,L159,21.209
L116,L159,22.172
L122,L159,23.444
L128,L159,78.201
L134,L159,23.221
L135,L159,23.221
L138,L159,55.23
L139,L159,55.23
L141,L159,29.087
L145,L159,23.369
L146,L159,23.635
L147,L159,24.056
L150,L159,28.282
L151,L159,24.373
L153,L159,3.713
L154,L159,3.713
L155,L159,3.624
L156,L159,5.901
L157,L159,5.901
L159,L159,0
L162,L159,7.759
L168,L159,24.304
L171,L159,18.222
L173,L159,24.941
L178,L159,55.331
L179,L159,55.331
L185,L159,14.572
L186,L159,14.909
L191,L159,11.79
L203,L159,13.323
L206,L159,11.155
L213,L159,45.274
L222,L159,9.444
L227,L159,39.6
L229,L159,11.766
L231,L159,12.081
L246,L159,14.168
L247,L159,14.362
L249,L159,10.701
L252,L159,11.025
L262,L159,15.726
L271,L159,68.205
L273,L159,68.962
L274,L159,67.974
L292,L159,7.548
L299,L159,57.721
L309,L159,23.535
L310,L159,24.811
L313,L159,7.176
L315,L159,29.333
L321,L159,29.226
L323,L159,21.652
L328,L159,21.809
L333,L159,21.524
L334,L159,21.441
L336,L159,28.3
L338,L159,28.686
L349,L159,28.46
L355,L159,32.188
L361,L159,21.849
L365,L159,19.36
L370,L159,10.934
L371,L159,10.934
L375,L159,10.417
L382,L159,29.087
L385,L159,11.79
L387,L159,68.28
L392,L159,25.417
L393,L159,25.772
L402,L159,24.059
L408,L159,21.228
L411,L159,21.258
L412,L159,21.416
L418,L159,25.415
L423,L159,25.17
L430,L159,86.915
L431,L159,72.879
L437,L159,55.808
L444,L159,82.08
L445,L159,85.799
L469,L159,72.08
L483,L159,86.549
L493,L159,88.459
L495,L159,66.466
L496,L159,56.816
L511,L159,70.02
L527,L159,26.038
L529,L159,21.476
L530,L159,21.416
L540,L159,68.087
L543,L159,65.484
L554,L159,21.416
L556,L159,81.306
L560,L159,98.16
L0,L162,32.641
L7,L162,16.964
L18,L162,55.818
L26,L162,53.874
L33,L162,12.193
L36,L162,14.191
L38,L162,40.726
L57,L162,15.19
L62,L162,12.439
L63,L162,11.306
L70,L162,14.083
L75,L162,32.965
L76,L162,32.965
L77,L162,33.394
L78,L162,37.203
L79,L162,34.377
L80,L162,32.965
L81,L162,33.558
L82,L162,33.3
L91,L162,32.777
L93,L162,32.933
L99,L162,32.57
L102,L162,32.308
L103,L162,61.564
L106,L162,32.188
L113,L162,13.45
L116,L162,14.413
L122,L162,15.685
L128,L162,66.031
L134,L162,15.462
L135,L162,15.462
L138,L162,43.06
L139,L162,43.06
L141,L162,32.965
L145,L162,15.61
L146,L162,15.876
L147,L162,16.297
L150,L162,32.16
L151,L162,16.614
L153,L162,5.109
L154,L162,5.109
L155,L162,5.036
L156,L162,1.851
L157,L162,1.851
L159,L162,7.788
L162,L162,0
L168,L162,19.842
L171,L162,16.187
L173,L162,29.98
L178,L162,43.161
L179,L162,43.161
L185,L162,19.611
L186,L162,16.305
L191,L162,11.066
L203,L162,12.599
L206,L162,15.868
L213,L162,49.152
L222,L162,10.84
L227,L162,43.478
L229,L162,10.805
L231,L162,10.046
L246,L162,20.41
L247,L162,20.604
L249,L162,11.307
L252,L162,11.115
L262,L162,20.765
L271,L162,56.035
L273,L162,56.792
L274,L162,55.804
L292,L162,13.79
L299,L162,45.551
L309,L162,15.776
L310,L162,16.392
L313,L162,13.418
L315,L162,33.211
L321,L162,33.104
L323,L162,13.893
L328,L162,14.05
L333,L162,13.765
L334,L162,13.682
L336,L162,32.178
L338,L162,32.564
L349,L162,32.338
L355,L162,36.066
L361,L162,17.387
L365,L162,15.029
L370,L162,11.024
L371,L162,11.024
L375,L162,11.401
L382,L162,32.965
L385,L162,11.066
L387,L162,56.11
L392,L162,22.801
L393,L162,23.156
L402,L162,21.443
L408,L162,22.624
L411,L162,22.654
L412,L162,22.812
L418,L162,25.721
L423,L162,25.476
L430,L162,78.934
L431,L162,64.898
L437,L162,47.273
L444,L162,73.545
L445,L162,77.818
L469,L162,64.099
L483,L162,78.79
L493,L162,80.478
L495,L162,58.485
L496,L162,48.835
L511,L162,62.261
L527,L162,23.422
L529,L162,22.872
L530,L162,22.812
L540,L162,60.106
L543,L162,57.503
L554,L162,22.812
L556,L162,73.325
L560,L162,90.401
L0,L168,6.448
L7,L168,9.886
L18,L168,26.93
L26,L168,51.598
L33,L168,38.619
L36,L168,38.293
L38,L168,38.45
L57,L168,35.639
L62,L168,22.152
L63,L168,35.945
L70,L168,12.721
L75,L168,6.772
L76,L168,6.772
L77,L168,7.201
L78,L168,7.855
L79,L168,8.184
L80,L168,6.772
L81,L168,7.365
L82,L168,7.107
L91,L168,6.584
L93,L168,6.74
L99,L168,6.501
L102,L168,6.115
L103,L168,59.288
L106,L168,5.995
L113,L168,11.36
L116,L168,13.051
L122,L168,14.323
L128,L168,63.755
L134,L168,14.1
L135,L168,14.1
L138,L168,40.784
L139,L168,40.784
L141,L168,6.772
L145,L168,10.177
L146,L168,9.144
L147,L168,15.589
L150,L168,6.502
L151,L168,15.252
L153,L168,20.646
L154,L168,20.646
L155,L168,20.734
L156,L168,21.747
L157,L168,21.747
L159,L168,24.387
L162,L168,19.896
L168,L168,0
L171,L168,38.105
L173,L168,16.398
L178,L168,40.885
L179,L168,40.885
L185,L168,15.147
L186,L168,14.621
L191,L168,38.217
L203,L168,39.75
L206,L168,20.653
L213,L168,19.683
L222,L168,15.132
L227,L168,16.176
L229,L168,37.956
L231,L168,38.081
L246,L168,30.395
L247,L168,30.502
L249,L168,39.018
L252,L168,38.816
L262,L168,25.712
L271,L168,53.759
L273,L168,54.516
L274,L168,53.528
L292,L168,38.102
L299,L168,43.275
L309,L168,10.664
L310,L168,10.121
L313,L168,37.73
L315,L168,7.018
L321,L168,7.345
L323,L168,12.531
L328,L168,12.688
L333,L168,11.399
L334,L168,11.128
L336,L168,5.985
L338,L168,6.371
L349,L168,6.955
L355,L168,9.761
L361,L168,3.429
L365,L168,4.867
L370,L168,38.725
L371,L168,38.725
L375,L168,39.102
L382,L168,6.772
L385,L168,38.217
L387,L168,53.834
L392,L168,3.539
L393,L168,3.894
L402,L168,2.415
L408,L168,4.462
L411,L168,4.243
L412,L168,4.304
L418,L168,7.213
L423,L168,6.968
L430,L168,78.83
L431,L168,64.794
L437,L168,31.301
L444,L168,57.573
L445,L168,58.958
L469,L168,63.995
L483,L168,76.514
L493,L168,66.671
L495,L168,58.381
L496,L168,47.695
L511,L168,62.157
L527,L168,4.16
L529,L168,4.306
L530,L168,4.304
L540,L168,60.002
L543,L168,57.399
L554,L168,4.304
L556,L168,73.221
L560,L168,88.125
L0,L171,45.571
L7,L171,28.443
L18,L171,68.748
L26,L171,54.862
L33,L171,12.675
L36,L171,11.264
L38,L171,41.714
L57,L171,2.886
L62,L171,22.895
L63,L171,4.852
L70,L171,24.902
L75,L171,45.895
L76,L171,45.895
L77,L171,46.324
L78,L171,50.133
L79,L171,47.307
L80,L171,45.895
L81,L171,46.488
L82,L171,46.23
L91,L171,45.707
L93,L171,45.863
L99,L171,45.5
L102,L171,45.238
L103,L171,62.552
L106,L171,45.118
L113,L171,25.453
L116,L171,23.877
L122,L171,26.504
L128,L171,67.019
L134,L171,26.281
L135,L171,26.281
L138,L171,44.048
L139,L171,44.048
L141,L171,45.895
L145,L171,27.613
L146,L171,31.214
L147,L171,22.013
L150,L171,45.09
L151,L171,27.433
L153,L171,15.565
L154,L171,15.565
L155,L171,15.492
L156,L171,14.322
L157,L171,14.322
L159,L171,18.244
L162,L171,16.18
L168,L171,38.73
L171,L171,0
L173,L171,52.073
L178,L171,44.149
L179,L171,44.149
L185,L171,30.067
L186,L171,26.761
L191,L171,7.124
L203,L171,8.657
L206,L171,26.324
L213,L171,62.082
L222,L171,21.296
L227,L171,56.408
L229,L171,6.863
L231,L171,6.988
L246,L171,18.778
L247,L171,18.972
L249,L171,7.925
L252,L171,7.723
L262,L171,31.221
L271,L171,57.023
L273,L171,57.78
L274,L171,56.792
L292,L171,11.55
L299,L171,46.539
L309,L171,26.897
L310,L171,27.871
L313,L171,11.786
L315,L171,46.141
L321,L171,46.034
L323,L171,24.49
L328,L171,24.869
L333,L171,25.768
L334,L171,25.685
L336,L171,45.108
L338,L171,45.494
L349,L171,45.268
L355,L171,48.996
L361,L171,34.529
L365,L171,35.727
L370,L171,7.632
L371,L171,7.632
L375,L171,8.009
L382,L171,45.895
L385,L171,7.124
L387,L171,57.098
L392,L171,41.689
L393,L171,45.323
L402,L171,40.331
L408,L171,40.389
L411,L171,40.419
L412,L171,40.577
L418,L171,44.083
L423,L171,45.147
L430,L171,91.533
L431,L171,77.497
L437,L171,60.243
L444,L171,86.515
L445,L171,87.9
L469,L171,76.698
L483,L171,79.778
L493,L171,93.077
L495,L171,71.084
L496,L171,61.434
L511,L171,74.86
L527,L171,45.036
L529,L171,40.637
L530,L171,40.577
L540,L171,72.705
L543,L171,70.102
L554,L171,40.577
L556,L171,85.924
L560,L171,91.389
L0,L173,9.193
L7,L173,25.023
L18,L173,32.263
L26,L173,64.5
L33,L173,34.061
L36,L173,33.735
L38,L173,51.352
L57,L173,48.541
L62,L173,17.594
L63,L173,48.847
L70,L173,25.623
L75,L173,9.697
L76,L173,9.697
L77,L173,9.839
L78,L173,10.493
L79,L173,10.822
L80,L173,9.697
L81,L173,10.003
L82,L173,9.745
L91,L173,9.329
L93,L173,9.485
L99,L173,9.139
L102,L173,9.625
L103,L173,72.19
L106,L173,9.663
L113,L173,24.262
L116,L173,25.953
L122,L173,27.225
L128,L173,76.657
L134,L173,27.002
L135,L173,27.002
L138,L173,53.686
L139,L173,53.686
L141,L173,9.697
L145,L173,23.079
L146,L173,22.046
L147,L173,28.491
L150,L173,8.729
L151,L173,28.154
L153,L173,25.341
L154,L173,25.341
L155,L173,25.429
L156,L173,28.121
L157,L173,28.121
L159,L173,24.941
L162,L173,29.979
L168,L173,14.846
L171,L173,51.007
L173,L173,0
L178,L173,53.787
L179,L173,53.787
L185,L173,10.589
L186,L173,14.144
L191,L173,37.786
L203,L173,39.319
L206,L173,16.095
L213,L173,25.016
L222,L173,19.827
L227,L173,22.567
L229,L173,37.762
L231,L173,37.887
L246,L173,25.837
L247,L173,25.944
L249,L173,36.697
L252,L173,37.021
L262,L173,21.154
L271,L173,66.661
L273,L173,67.418
L274,L173,66.43
L292,L173,33.544
L299,L173,56.177
L309,L173,25.801
L310,L173,25.258
L313,L173,33.172
L315,L173,9.775
L321,L173,9.673
L323,L173,25.433
L328,L173,25.59
L333,L173,24.301
L334,L173,24.03
L336,L173,9.495
L338,L173,9.105
L349,L173,8.907
L355,L173,10.454
L361,L173,15.706
L365,L173,17.144
L370,L173,36.93
L371,L173,36.93
L375,L173,36.413
L382,L173,9.697
L385,L173,37.786
L387,L173,66.736
L392,L173,11.592
L393,L173,11.778
L402,L173,15.022
L408,L173,10.07
L411,L173,10.29
L412,L173,10.186
L418,L173,8.261
L423,L173,8.069
L430,L173,93.77
L431,L173,76.66
L437,L173,41.661
L444,L173,67.933
L445,L173,69.318
L469,L173,75.861
L483,L173,89.416
L493,L173,77.031
L495,L173,70.247
L496,L173,60.597
L511,L173,74.023
L527,L173,11.491
L529,L173,10.508
L530,L173,10.186
L540,L173,71.868
L543,L173,69.265
L554,L173,10.186
L556,L173,85.087
L560,L173,101.027
L0,L178,48.528
L7,L178,37.148
L18,L178,71.705
L26,L178,17.405
L33,L178,49.328
L36,L178,47.917
L38,L178,4.257
L57,L178,41.199
L62,L178,60.784
L63,L178,41.505
L70,L178,29.639
L75,L178,48.852
L76,L178,48.852
L77,L178,49.281
L78,L178,53.09
L79,L178,50.264
L80,L178,48.852
L81,L178,49.445
L82,L178,49.187
L91,L178,48.664
L93,L178,48.82
L99,L178,48.457
L102,L178,48.195
L103,L178,25.142
L106,L178,48.075
L113,L178,30.19
L116,L178,28.614
L122,L178,27.444
L128,L178,29.609
L134,L178,31.018
L135,L178,31.018
L138,L178,6.638
L139,L178,6.638
L141,L178,48.852
L145,L178,35.204
L146,L178,34.171
L147,L178,27.981
L150,L178,48.047
L151,L178,32.17
L153,L178,48.021
L154,L178,48.021
L155,L178,52.145
L156,L178,50.975
L157,L178,50.975
L159,L178,54.897
L162,L178,42.912
L168,L178,41.687
L171,L178,43.665
L173,L178,55.03
L178,L178,0
L179,L178,0
L185,L178,53.779
L186,L178,48.438
L191,L178,43.777
L203,L178,45.31
L206,L178,59.285
L213,L178,65.039
L222,L178,48.949
L227,L178,59.365
L229,L178,43.516
L231,L178,43.641
L246,L178,55.431
L247,L178,55.625
L249,L178,44.578
L252,L178,44.376
L262,L178,64.344
L271,L178,19.613
L273,L178,20.37
L274,L178,19.382
L292,L178,48.203
L299,L178,9.129
L309,L178,31.634
L310,L178,32.608
L313,L178,48.439
L315,L178,49.098
L321,L178,48.991
L323,L178,29.227
L328,L178,29.606
L333,L178,30.505
L334,L178,30.422
L336,L178,48.065
L338,L178,48.451
L349,L178,48.225
L355,L178,51.953
L361,L178,37.486
L365,L178,38.684
L370,L178,44.285
L371,L178,44.285
L375,L178,44.662
L382,L178,48.852
L385,L178,43.777
L387,L178,19.688
L392,L178,44.646
L393,L178,48.28
L402,L178,43.288
L408,L178,43.346
L411,L178,43.376
L412,L178,43.534
L418,L178,47.04
L423,L178,48.104
L430,L178,90.899
L431,L178,80.454
L437,L178,63.2
L444,L178,89.472
L445,L178,90.857
L469,L178,79.655
L483,L178,64.28
L493,L178,96.034
L495,L178,74.041
L496,L178,64.391
L511,L178,64.271
L527,L178,47.993
L529,L178,43.594
L530,L178,43.534
L540,L178,67.839
L543,L178,73.059
L554,L178,43.534
L556,L178,88.881
L560,L178,75.891
L0,L179,48.528
L7,L179,37.148
L18,L179,71.705
L26,L179,17.405
L33,L179,49.328
L36,L179,47.917
L38,L179,4.257
L57,L179,41.199
L62,L179,60.784
L63,L179,41.505
L70,L179,29.639
L75,L179,48.852
L76,L179,48.852
L77,L179,49.281
L78,L179,53.09
L79,L179,50.264
L80,L179,48.852
L81,L179,49.445
L82,L179,49.187
L91,L179,48.664
L93,L179,48.82
L99,L179,48.457
L102,L179,48.195
L103,L179,25.142
L106,L179,48.075
L113,L179,30.19
L116,L179,28.614
L122,L179,27.444
L128,L179,29.609
L134,L179,31.018
L135,L179,31.018
L138,L179,6.638
L139,L179,6.638
L141,L179,48.852
L145,L179,35.204
L146,L179,34.171
L147,L179,27.981
L150,L179,48.047
L151,L179,32.17
L153,L179,48.021
L154,L179,48.021
L155,L179,52.145
L156,L179,50.975
L157,L179,50.975
L159,L179,54.897
L162,L179,42.912
L168,L179,41.687
L171,L179,43.665
L173,L179,55.03
L178,L179,0
L179,L179,0
